 2.906250  2.812500  3.000000  2.906250  35.437500  34.330078  0.030762 
 2.906250  2.625000  3.000000  2.718750  34.312500  33.222656  0.030273 
 2.906250  2.718750  3.000000  2.812500  34.875000  33.776367  0.030518 
 2.906250  2.437500  3.000000  2.531250  33.187500  32.115234  0.029785 
 2.906250  2.250000  3.000000  2.343750  32.062500  31.007813  0.029297 
 2.906250  2.343750  3.000000  2.437500  32.625000  31.561523  0.029541 
 2.906250  2.531250  3.000000  2.625000  33.750000  32.668945  0.030029 
 2.906250  2.062500  3.000000  2.156250  30.937500  29.900391  0.028809 
 2.906250  1.875000  3.000000  1.968750  29.812500  28.792969  0.028320 
 2.906250  1.968750  3.000000  2.062500  30.375000  29.346680  0.028564 
 2.906250  1.687500  3.000000  1.781250  28.687500  27.685547  0.027832 
 2.906250  1.500000  3.000000  1.593750  27.562500  26.578125  0.027344 
 2.906250  1.593750  3.000000  1.687500  28.125000  27.131836  0.027588 
 2.906250  1.781250  3.000000  1.875000  29.250000  28.239258  0.028076 
 2.906250  2.156250  3.000000  2.250000  31.500000  30.454102  0.029053 
 2.906250  1.312500  3.000000  1.406250  26.437500  25.470703  0.026855 
 2.906250  1.125000  3.000000  1.218750  25.312500  24.363281  0.026367 
 2.906250  1.218750  3.000000  1.312500  25.875000  24.916992  0.026611 
 2.906250  0.937500  3.000000  1.031250  24.187500  23.255859  0.025879 
 2.906250  0.750000  3.000000  0.843750  23.062500  22.148438  0.025391 
 2.906250  0.843750  3.000000  0.937500  23.625000  22.702148  0.025635 
 2.906250  1.031250  3.000000  1.125000  24.750000  23.809570  0.026123 
 2.906250  0.562500  3.000000  0.656250  21.937500  21.041016  0.024902 
 2.906250  0.375000  3.000000  0.468750  20.812500  19.933594  0.024414 
 2.906250  0.468750  3.000000  0.562500  21.375000  20.487305  0.024658 
 2.906250  0.187500  3.000000  0.281250  19.687500  18.826172  0.023926 
 2.906250  0.000000  3.000000  0.093750  18.562500  17.718750  0.023438 
 2.906250  0.093750  3.000000  0.187500  19.125000  18.272461  0.023682 
 2.906250  0.281250  3.000000  0.375000  20.250000  19.379883  0.024170 
 2.906250  0.656250  3.000000  0.750000  22.500000  21.594727  0.025146 
 2.906250  1.406250  3.000000  1.500000  27.000000  26.024414  0.027100 
 2.906250  -0.187500  3.000000  -0.093750  17.437500  16.611328  0.022949 
 2.906250  -0.375000  3.000000  -0.281250  16.312500  15.503906  0.022461 
 2.906250  -0.281250  3.000000  -0.187500  16.875000  16.057617  0.022705 
 2.906250  -0.562500  3.000000  -0.468750  15.187500  14.396484  0.021973 
 2.906250  -0.750000  3.000000  -0.656250  14.062500  13.289063  0.021484 
 2.906250  -0.656250  3.000000  -0.562500  14.625000  13.842773  0.021729 
 2.906250  -0.468750  3.000000  -0.375000  15.750000  14.950195  0.022217 
 2.906250  -0.937500  3.000000  -0.843750  12.937500  12.181641  0.020996 
 2.906250  -1.125000  3.000000  -1.031250  11.812500  11.074219  0.020508 
 2.906250  -1.031250  3.000000  -0.937500  12.375000  11.627930  0.020752 
 2.906250  -1.312500  3.000000  -1.218750  10.687500  9.966797  0.020020 
 2.906250  -1.500000  3.000000  -1.406250  9.562500  8.859375  0.019531 
 2.906250  -1.406250  3.000000  -1.312500  10.125000  9.413086  0.019775 
 2.906250  -1.218750  3.000000  -1.125000  11.250000  10.520508  0.020264 
 2.906250  -0.843750  3.000000  -0.750000  13.500000  12.735352  0.021240 
 2.906250  -1.687500  3.000000  -1.593750  8.437500  7.751953  0.019043 
 2.906250  -1.875000  3.000000  -1.781250  7.312500  6.644531  0.018555 
 2.906250  -1.781250  3.000000  -1.687500  7.875000  7.198242  0.018799 
 2.906250  -2.062500  3.000000  -1.968750  6.187500  5.537109  0.018066 
 2.906250  -2.250000  3.000000  -2.156250  5.062500  4.429688  0.017578 
 2.906250  -2.156250  3.000000  -2.062500  5.625000  4.983398  0.017822 
 2.906250  -1.968750  3.000000  -1.875000  6.750000  6.090820  0.018311 
 2.906250  -2.437500  3.000000  -2.343750  3.937500  3.322266  0.017090 
 2.906250  -2.625000  3.000000  -2.531250  2.812500  2.214844  0.016602 
