 -0.198179  -0.318574 
 -0.167166  0.634225 
 -0.432409  0.333201 
 0.229881  -0.085982 
 0.226737  0.070704 
 -0.404381  0.391096 
 -0.202986  0.610586 
 1.083663  -0.166383 
 1.227585  -1.476216 
 -2.404543  -3.007698 
 -2.404543  -3.007698 
 -0.267402  0.559812 
 0.749502  0.245263 
 0.886417  0.558617 
 1.106808  -1.694409 
 -0.137327  -0.334504 
 -0.045343  0.696018 
 0.682291  -2.027284 
 -0.471073  0.112702 
 -0.443384  0.304499 
 1.045897  -1.750049 
 -0.387196  0.420061 
 1.291624  0.030297 
 -0.415143  -0.112731 
 -0.236396  0.585724 
 1.086187  0.367524 
 -2.393090  -3.007207 
 0.125689  -2.519531 
 1.317219  -1.259411 
 0.149301  0.750080 
 0.569600  0.723145 
 -1.695489  -3.057079 
 -2.146992  -3.037537 
 1.155646  -0.365453 
 -0.167166  0.634225 
 -0.447698  -0.029816 
 -0.171015  -2.692683 
 1.323583  -0.050234 
 0.587456  -2.132750 
 -0.404381  0.391096 
 0.047554  0.727742 
 -0.388249  0.143433 
 -0.388153  0.154476 
 0.214746  0.757724 
 -0.432409  0.333201 
 -0.464034  0.040226 
 1.086187  0.367524 
 -0.267402  0.559812 
 0.203293  0.757233 
 -0.144408  -2.693031 
 1.354030  -1.145966 
 -0.438130  -0.058911 
 1.200714  -0.754834 
 0.415537  -2.412290 
 1.227585  -1.476216 
 -0.496269  -2.835932 
 0.834006  0.595824 
 1.323583  -0.050234 
 -0.128941  0.656465 
 -0.045343  0.696018 
 0.781131  0.628969 
 1.132246  0.308887 
 -0.346190  0.477394 
 -0.465236  0.219697 
 1.227585  -1.476216 
 0.203293  0.757233 
 -0.459618  0.248106 
 -0.419431  0.362104 
 0.859461  -1.795132 
 0.886417  0.558617 
 -0.346190  0.477394 
 -0.846157  -2.945908 
 -0.471306  0.164727 
 -0.323766  -0.238193 
 -0.452429  0.276102 
 -0.216296  -0.311114 
 0.352524  0.761248 
 -0.432409  0.333201 
 -0.471933  0.138314 
 -0.322367  0.494447 
 -0.322271  0.505490 
 -0.013899  -2.606925 
 -0.471073  0.112702 
 0.938112  0.517256 
 -0.045343  0.696018 
 -0.088325  0.677125 
 0.834006  0.595824 
 0.886417  0.558617 
 -0.137327  -0.334504 
 1.227585  -1.476216 
 0.834006  0.595824 
 0.938112  0.517256 
 0.231026  0.053565 
 0.834006  0.595824 
 -2.404543  -3.007698 
