 1.541855  1.330799 
 1.542088  1.331667 
 1.505895  1.427142 
 0.720863  -1.640602 
 0.721114  -1.632114 
 0.763345  -1.593827 
 2.172593  -0.192011 
 2.172593  -0.192011 
 2.171602  -0.152074 
 -0.234650  -2.746015 
 -0.234650  -2.746015 
 -0.159535  -2.672198 
 0.476566  2.358495 
 0.475164  2.359269 
 0.411092  2.322398 
 1.714042  0.534180 
 1.714042  0.534180 
 1.702125  0.612641 
 0.573721  2.171084 
 0.573721  2.171084 
 0.504950  2.148200 
 -1.707831  -0.249261 
 -1.708080  -0.257438 
 -1.704852  -0.322871 
 -1.380070  -2.297737 
 -1.380070  -2.297737 
 -1.313303  -2.392160 
 -1.300769  1.095508 
 -1.300769  1.095508 
 -1.327522  1.073554 
 -2.323821  0.548246 
 -2.323821  0.548246 
 -2.334532  0.544912 
 -0.931820  1.444354 
 -0.931820  1.444354 
 -0.968698  1.405454 
 -2.809748  0.428183 
 -2.809748  0.428183 
 -2.816888  0.426443 
 1.777508  1.809727 
 1.777508  1.809727 
 1.713944  1.974794 
 -0.318163  2.175255 
 -0.318163  2.175255 
 -0.376286  2.102357 
 -2.187192  0.299529 
 -2.187192  0.299529 
 -2.189646  0.271635 
 2.171602  -0.152074 
 2.171602  -0.152074 
 2.169321  -0.107442 
 1.034923  -1.308887 
 1.034923  -1.308887 
 1.069435  -1.275463 
 -1.738363  0.396979 
 -1.738363  0.396979 
 -1.753897  0.373983 
 -1.810789  -1.614622 
 -1.810789  -1.614622 
 -1.753149  -1.775486 
 0.053556  1.866793 
 0.053556  1.866793 
 -0.005561  1.818321 
 -1.362693  0.713300 
 -1.362693  0.713300 
 -1.387837  0.696488 
 -1.695039  -0.493091 
 -1.695039  -0.493091 
 -1.682844  -0.567683 
 1.545269  1.560736 
 1.545269  1.560736 
 1.502009  1.665774 
 1.135598  -1.213409 
 1.135598  -1.213409 
 1.167339  -1.184594 
 -2.111775  0.621155 
 -2.111775  0.621155 
 -2.124641  0.616289 
 -0.981932  0.979547 
 -0.981932  0.979547 
 -1.014908  0.955065 
 1.690784  1.980900 
 1.690784  1.980900 
 1.633914  2.136014 
 -2.709992  0.449677 
 -2.709992  0.449677 
 -2.717778  0.447975 
 2.144031  0.128486 
 2.144031  0.128486 
 2.132711  0.204516 
 -0.119409  1.720782 
 -0.119409  1.720782 
 -0.174146  1.672443 
 1.419578  -0.977594 
 1.419578  -0.977594 
 1.444455  -0.959222 
 -1.767339  -0.478042 
 -1.767339  -0.478042 
 -1.755489  -0.557998 
 0.987064  -1.179863 
 0.987064  -1.179863 
 1.016013  -1.155729 
 0.784909  -1.281469 
 0.784909  -1.281469 
 0.816753  -1.249663 
 -2.816888  0.426443 
 -2.816888  0.426443 
 -2.823975  0.424633 
 2.165599  -0.057608 
 2.165599  -0.057608 
 2.160267  -0.002039 
 -3.115832  -0.588963 
 -3.115832  -0.588963 
 -3.096896  -0.864019 
 -1.350040  -2.245890 
 -1.350040  -2.245890 
 -1.284985  -2.332579 
 -0.878421  1.058916 
 -0.878421  1.058916 
 -0.913718  1.031418 
 -1.793166  0.764316 
 -1.793166  0.764316 
 -1.810246  0.755383 
 -0.605934  1.285296 
 -0.605934  1.285296 
 -0.647846  1.249012 
 -1.156298  1.222279 
 -1.156298  1.222279 
 -1.186736  1.194422 
 0.465328  -1.389092 
 0.465328  -1.389092 
 0.511867  -1.349032 
 1.713164  0.524487 
 1.713296  0.528622 
 1.701760  0.607634 
 -0.313890  -2.819628 
 -0.313890  -2.819628 
 -0.236494  -2.749268 
 1.959603  0.362132 
 1.959603  0.362132 
 1.952681  0.449335 
 -1.863596  -1.453699 
 -1.863596  -1.453699 
 -1.810789  -1.614622 
 -3.071768  -1.219390 
 -3.071768  -1.219390 
 -3.030585  -1.664666 
 1.572510  2.284853 
 1.572510  2.284853 
