 0.000000 0.078125
 0.000000 0.234375
 0.000000 0.156250
 0.000000 0.390625
 0.000000 0.546875
 0.000000 0.468750
 0.000000 0.312500
 0.000000 0.703125
 0.000000 0.859375
 0.000000 0.781250
 0.000000 1.015625
 0.000000 1.171875
 0.000000 1.093750
 0.000000 0.937500
 0.000000 0.625000
 0.000000 1.328125
 0.000000 1.484375
 0.000000 1.406250
 0.000000 1.640625
 0.000000 1.796875
 0.000000 1.718750
 0.000000 1.562500
 0.000000 1.953125
 0.000000 2.109375
 0.000000 2.031250
 0.000000 2.265625
 0.000000 2.421875
 0.000000 2.343750
 0.000000 2.187500
 0.000000 1.875000
 0.000000 1.250000
 0.000000 2.578125
 0.000000 2.734375
 0.000000 2.656250
 0.000000 2.890625
 0.000000 3.046875
 0.000000 2.968750
 0.000000 2.812500
 0.000000 3.203125
 0.000000 3.359375
 0.000000 3.281250
 0.000000 3.515625
 0.000000 3.671875
 0.000000 3.593750
 0.000000 3.437500
 0.000000 3.125000
 0.000000 3.828125
 0.000000 3.984375
 0.000000 3.906250
 0.000000 4.140625
 0.000000 4.296875
 0.000000 4.218750
 0.000000 4.062500
 0.000000 4.453125
 0.000000 4.609375
 0.000000 4.531250
 0.000000 4.765625
 0.000000 4.921875
 0.000000 4.843750
 0.000000 4.687500
 0.000000 4.375000
 0.000000 3.750000
 0.000000 2.500000
 2.500000 0.078125
 2.500000 0.234375
 2.500000 0.156250
 2.500000 0.390625
 2.500000 0.546875
 2.500000 0.468750
 2.500000 0.312500
 2.500000 0.703125
 2.500000 0.859375
 2.500000 0.781250
 2.500000 1.015625
 2.500000 1.171875
 2.500000 1.093750
 2.500000 0.937500
 2.500000 0.625000
 2.500000 1.328125
 2.500000 1.484375
 2.500000 1.406250
 2.500000 1.640625
 2.500000 1.796875
 2.500000 1.718750
 2.500000 1.562500
 2.500000 1.953125
 2.500000 2.109375
 2.500000 2.031250
 2.500000 2.265625
 2.500000 2.421875
 2.500000 2.343750
 2.500000 2.187500
 2.500000 1.875000
 2.500000 1.250000
 2.500000 2.578125
 2.500000 2.734375
 2.500000 2.656250
 2.500000 2.890625
 2.500000 3.046875
 2.500000 2.968750
 2.500000 2.812500
 2.500000 3.203125
 2.500000 3.359375
 2.500000 3.281250
 2.500000 3.515625
 2.500000 3.671875
 2.500000 3.593750
 2.500000 3.437500
 2.500000 3.125000
 2.500000 3.828125
 2.500000 3.984375
 2.500000 3.906250
 2.500000 4.140625
 2.500000 4.296875
 2.500000 4.218750
 2.500000 4.062500
 2.500000 4.453125
 2.500000 4.609375
 2.500000 4.531250
 2.500000 4.765625
 2.500000 4.921875
 2.500000 4.843750
 2.500000 4.687500
 2.500000 4.375000
 2.500000 3.750000
 2.500000 2.500000
 3.750000 0.078125
 3.750000 0.234375
 3.750000 0.156250
 3.750000 0.390625
 3.750000 0.546875
 3.750000 0.468750
 3.750000 0.312500
 3.750000 0.703125
 3.750000 0.859375
 3.750000 0.781250
 3.750000 1.015625
 3.750000 1.171875
 3.750000 1.093750
 3.750000 0.937500
 3.750000 0.625000
 3.750000 1.328125
 3.750000 1.484375
 3.750000 1.406250
 3.750000 1.640625
 3.750000 1.796875
 3.750000 1.718750
 3.750000 1.562500
 3.750000 1.953125
 3.750000 2.109375
 3.750000 2.031250
 3.750000 2.265625
 3.750000 2.421875
 3.750000 2.343750
 3.750000 2.187500
 3.750000 1.875000
 3.750000 1.250000
 3.750000 2.578125
 3.750000 2.734375
 3.750000 2.656250
 3.750000 2.890625
 3.750000 3.046875
 3.750000 2.968750
 3.750000 2.812500
 3.750000 3.203125
 3.750000 3.359375
 3.750000 3.281250
 3.750000 3.515625
 3.750000 3.671875
 3.750000 3.593750
 3.750000 3.437500
 3.750000 3.125000
 3.750000 3.828125
 3.750000 3.984375
 3.750000 3.906250
 3.750000 4.140625
 3.750000 4.296875
 3.750000 4.218750
 3.750000 4.062500
 3.750000 4.453125
 3.750000 4.609375
 3.750000 4.531250
 3.750000 4.765625
 3.750000 4.921875
 3.750000 4.843750
 3.750000 4.687500
 3.750000 4.375000
 3.750000 3.750000
 3.750000 2.500000
 4.375000 0.078125
 4.375000 0.234375
 4.375000 0.156250
 4.375000 0.390625
 4.375000 0.546875
 4.375000 0.468750
 4.375000 0.312500
 4.375000 0.703125
 4.375000 0.859375
 4.375000 0.781250
 4.375000 1.015625
 4.375000 1.171875
 4.375000 1.093750
 4.375000 0.937500
 4.375000 0.625000
 4.375000 1.328125
 4.375000 1.484375
 4.375000 1.406250
 4.375000 1.640625
 4.375000 1.796875
 4.375000 1.718750
 4.375000 1.562500
 4.375000 1.953125
 4.375000 2.109375
 4.375000 2.031250
 4.375000 2.265625
 4.375000 2.421875
 4.375000 2.343750
 4.375000 2.187500
 4.375000 1.875000
 4.375000 1.250000
 4.375000 2.578125
 4.375000 2.734375
 4.375000 2.656250
 4.375000 2.890625
 4.375000 3.046875
 4.375000 2.968750
 4.375000 2.812500
 4.375000 3.203125
 4.375000 3.359375
 4.375000 3.281250
 4.375000 3.515625
 4.375000 3.671875
 4.375000 3.593750
 4.375000 3.437500
 4.375000 3.125000
 4.375000 3.828125
 4.375000 3.984375
 4.375000 3.906250
 4.375000 4.140625
 4.375000 4.296875
 4.375000 4.218750
 4.375000 4.062500
 4.375000 4.453125
 4.375000 4.609375
 4.375000 4.531250
 4.375000 4.765625
 4.375000 4.921875
 4.375000 4.843750
 4.375000 4.687500
 4.375000 4.375000
 4.375000 3.750000
 4.375000 2.500000
 4.687500 0.078125
 4.687500 0.234375
 4.687500 0.156250
 4.687500 0.390625
 4.687500 0.546875
 4.687500 0.468750
 4.687500 0.312500
 4.687500 0.703125
 4.687500 0.859375
 4.687500 0.781250
 4.687500 1.015625
 4.687500 1.171875
 4.687500 1.093750
 4.687500 0.937500
 4.687500 0.625000
 4.687500 1.328125
 4.687500 1.484375
 4.687500 1.406250
 4.687500 1.640625
 4.687500 1.796875
 4.687500 1.718750
 4.687500 1.562500
 4.687500 1.953125
 4.687500 2.109375
 4.687500 2.031250
 4.687500 2.265625
 4.687500 2.421875
 4.687500 2.343750
 4.687500 2.187500
 4.687500 1.875000
